MicrobeID	PubSeedID	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	Strain	Species	Genus	Family	Order	Class	Phylum	Kingdom	Host	Version	NCBI Taxonomy ID	Annotation version ID	RefSeq ID	GCF ID	IMG Genome ID	Strain/species reference	Reference category	Ecotype	Specific Ecosystem	Cell Shape	Cultured	Diseases	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Gram Staining	Oxygen Requirement	Habitat	Metabolism	Motility	Sample Body Site	Sample Body Subsite	Genome Size   * assembled	Gene Count   * assembled	GC Count   * assembled	GC   * assembled	CDS Count   * assembled	CDS %   * assembled	Genome link
Lachnoclostridium_nov_ERR1022405	N/A	0	Lachnoclostridium nov. ERR1022405	Lachnoclostridium nov. ERR1022405	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1022405/ERR1022405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1022405/ERR1022405_2.fastq.gz
Lachnoclostridium_nov_ERR1022430	N/A	0	Lachnoclostridium nov. ERR1022430	Lachnoclostridium nov. ERR1022430	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1022430/ERR1022430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1022430/ERR1022430_2.fastq.gz
Lachnoclostridium_nov_ERR1022434	N/A	0	Lachnoclostridium nov. ERR1022434	Lachnoclostridium nov. ERR1022434	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1022434/ERR1022434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1022434/ERR1022434_2.fastq.gz
Lachnoclostridium_nov_ERR1203939	N/A	0	Lachnoclostridium nov. ERR1203939	Lachnoclostridium nov. ERR1203939	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/009/ERR1203939/ERR1203939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/009/ERR1203939/ERR1203939_2.fastq.gz
Lachnoclostridium_nov_ERR1203968	N/A	0	Lachnoclostridium nov. ERR1203968	Lachnoclostridium nov. ERR1203968	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/008/ERR1203968/ERR1203968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/008/ERR1203968/ERR1203968_2.fastq.gz
Lachnoclostridium_nov_ERR1204033	N/A	0	Lachnoclostridium nov. ERR1204033	Lachnoclostridium nov. ERR1204033	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/003/ERR1204033/ERR1204033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/003/ERR1204033/ERR1204033_2.fastq.gz
Lachnoclostridium_nov_ERR1204062	N/A	0	Lachnoclostridium nov. ERR1204062	Lachnoclostridium nov. ERR1204062	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/002/ERR1204062/ERR1204062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/002/ERR1204062/ERR1204062_2.fastq.gz
Lachnoclostridium_nov_ERR171262	N/A	0	Lachnoclostridium nov. ERR171262	Lachnoclostridium nov. ERR171262	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171262/ERR171262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171262/ERR171262_2.fastq.gz
Lachnoclostridium_nov_ERR171273	N/A	0	Lachnoclostridium nov. ERR171273	Lachnoclostridium nov. ERR171273	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171273/ERR171273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171273/ERR171273_2.fastq.gz
Lachnoclostridium_nov_ERR171281	N/A	0	Lachnoclostridium nov. ERR171281	Lachnoclostridium nov. ERR171281	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171281/ERR171281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171281/ERR171281_2.fastq.gz
Lachnoclostridium_nov_ERR2221145	N/A	0	Lachnoclostridium nov. ERR2221145	Lachnoclostridium nov. ERR2221145	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553		NZ_FNHZ01000012			PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2221145/ERR2221145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2221145/ERR2221145_2.fastq.gz
Lachnoclostridium_nov_ERR2221158	N/A	0	Lachnoclostridium nov. ERR2221158	Lachnoclostridium nov. ERR2221158	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221158/ERR2221158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221158/ERR2221158_2.fastq.gz
Lachnoclostridium_nov_ERR2221159	N/A	0	Lachnoclostridium nov. ERR2221159	Lachnoclostridium nov. ERR2221159	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221159/ERR2221159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221159/ERR2221159_2.fastq.gz
Lachnoclostridium_nov_ERR2230065	N/A	0	Lachnoclostridium nov. ERR2230065	Lachnoclostridium nov. ERR2230065	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/005/ERR2230065/ERR2230065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/005/ERR2230065/ERR2230065_2.fastq.gz
Lachnoclostridium_nov_ERR2230076	N/A	0	Lachnoclostridium nov. ERR2230076	Lachnoclostridium nov. ERR2230076	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/006/ERR2230076/ERR2230076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/006/ERR2230076/ERR2230076_2.fastq.gz
Lachnoclostridium_nov_ERR2230092	N/A	0	Lachnoclostridium nov. ERR2230092	Lachnoclostridium nov. ERR2230092	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/002/ERR2230092/ERR2230092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/002/ERR2230092/ERR2230092_2.fastq.gz
Lachnoclostridium_nov_ERR2230109	N/A	0	Lachnoclostridium nov. ERR2230109	Lachnoclostridium nov. ERR2230109	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/009/ERR2230109/ERR2230109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/009/ERR2230109/ERR2230109_2.fastq.gz
Lachnoclostridium_nov_ERR2230115	N/A	0	Lachnoclostridium nov. ERR2230115	Lachnoclostridium nov. ERR2230115	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/005/ERR2230115/ERR2230115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/005/ERR2230115/ERR2230115_2.fastq.gz
Lachnoclostridium_nov_ERR2230132	N/A	0	Lachnoclostridium nov. ERR2230132	Lachnoclostridium nov. ERR2230132	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/002/ERR2230132/ERR2230132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/002/ERR2230132/ERR2230132_2.fastq.gz
Lachnoclostridium_nov_ERR2230151	N/A	0	Lachnoclostridium nov. ERR2230151	Lachnoclostridium nov. ERR2230151	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	1506553					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/001/ERR2230151/ERR2230151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/001/ERR2230151/ERR2230151_2.fastq.gz
Lachnoclostridium_sp_YL32	N/A	0	Lachnoclostridium sp. YL32	Lachnoclostridium sp. YL32	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	1834196		GCF_001688665.2	GCF_001688665.2	2721755796	PMID:31275260	Literature research	0	0	0	Yes	0	Host-associated	Mammals	Unclassified	Unclassified	Gram+	Anaerobe	0	0	0	0	0	7225343	7230	3478727	48	7079	97.91	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/688/665/GCF_001688665.2_ASM168866v2
Lachnospira_multipara_ATCC_19207	N/A	0	Lachnospira multipara ATCC 19207	Lachnospira multipara	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA1.03	1282887			GCF_000424105.1	2524614802	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	0	Yes	0	Host-associated	Mammals	Foregut	Digestive system	Gram+	Anaerobe	0	0	0	0	0	2871860	2612	1012118	35	2541	97.28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/105/GCF_000424105.1_ASM42410v1
Lachnospira_multipara_D15d	N/A	0	Lachnospira multipara D15d	Lachnospira multipara	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	28051			GCF_900108125.1	2651870315	PMID: 26416813	Literature research	0	0	0	Yes	0	0	0	0	0	Gram+	Anaerobe	0	0	0	0	0	2841494	2589	1000056	35	2520	97.33	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/125/GCF_900108125.1_IMG-taxon_2651870315_annotated_assembly
Lachnospira_multipara_LB2003	N/A	0	Lachnospira multipara LB2003	Lachnospira multipara	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	1410661			GCF_000702205.1	2562617004	PMID:26416813	Literature research	0	0	0	Yes	0	0	0	0	0	Gram+	Anaerobe	0	0	0	0	0	2579700	2322	864395	34	2247	96.77	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/205/GCF_000702205.1_ASM70220v1
Lachnospira_multipara_MC2003	N/A	0	Lachnospira multipara MC2003	Lachnospira multipara	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	1410662			GCF_000621945.1	2558860134	PMID:26416813	Literature research	0	0	0	Yes	0	0	0	0	0	Gram+	Anaerobe	0	0	0	0	0	2606430	2368	867190	33	2297	97	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/945/GCF_000621945.1_ASM62194v1
Lachnospira_nov_ERR1022391	N/A	0	Lachnospira nov. ERR1022391	Lachnospira nov. ERR1022391	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	28050					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022391/ERR1022391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022391/ERR1022391_2.fastq.gz
Lachnospira_nov_ERR1022394	N/A	0	Lachnospira nov. ERR1022394	Lachnospira nov. ERR1022394	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	28050					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1022394/ERR1022394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1022394/ERR1022394_2.fastq.gz
Lachnospira_nov_ERR1203977	N/A	0	Lachnospira nov. ERR1203977	Lachnospira nov. ERR1203977	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	28050					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/007/ERR1203977/ERR1203977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/007/ERR1203977/ERR1203977_2.fastq.gz
Lachnospira_nov_ERR1204071	N/A	0	Lachnospira nov. ERR1204071	Lachnospira nov. ERR1204071	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	28050					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/001/ERR1204071/ERR1204071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/001/ERR1204071/ERR1204071_2.fastq.gz
Lachnospira_pectinoschiza_ERR1022352	N/A	0	Lachnospira pectinoschiza ERR1022352	Lachnospira pectinoschiza	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	28052					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1022352/ERR1022352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1022352/ERR1022352_2.fastq.gz
Lachnospira_pectinoschiza_ERR1022401	N/A	0	Lachnospira pectinoschiza ERR1022401	Lachnospira pectinoschiza	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	28052					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022401/ERR1022401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022401/ERR1022401_2.fastq.gz
Lachnospira_pectinoschiza_M83	N/A	0	Lachnospira pectinoschiza M83	Lachnospira pectinoschiza	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	28052			GCF_900103815.1	2657245269	PMID: 26416813	Literature research	0	0	0	Yes	0	0	0	0	0	Gram+	Anaerobe	0	0	0	0	0	2704308	2365	971452	36	2301	97.29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/815/GCF_900103815.1_IMG-taxon_2657245269_annotated_assembly
Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae bacterium 1_1_57FAA (658081.3)	1	Lachnospiraceae bacterium 1_1_57FAA	Lachnospiraceae bacterium 1_1_57FAA	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	658081	658081.3		GCF_000218445.1	651324046	PMID:31171880	Literature research	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	Host	0	0	Gastrointestinal tract	0	2910479	2813	1218114	42	2755	97.94	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/445/GCF_000218445.1_Lach_bact_1_1_57FAA_V1
Lachnospiraceae_bacterium_1_4_56FAA	Lachnospiraceae bacterium 1_4_56FAA (658655.3)	1	Lachnospiraceae bacterium 1_4_56FAA	Lachnospiraceae bacterium 1_4_56FAA	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	658655	658655.3		GCF_000218385.1	651324047	PMID:31171880	Literature research	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	Host	0	0	Gastrointestinal tract	0	3227613	3249	1467417	45	3191	98.21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/385/GCF_000218385.1_Lach_bact_1_4_56FAA_V1
Lachnospiraceae_bacterium_2_1_46FAA	N/A	0	Lachnospiraceae bacterium 2_1_46FAA	Lachnospiraceae bacterium 2_1_46FAA	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	742723		GCF_000209385.2	GCF_000209385.2	2562617190	PMID:31171880	Literature research	0	0	Rod-shaped	Yes	0	Host-associated	Human	Unclassified	Digestive system	Gram+	Anaerobe	Host	0	Nonmotile	Gastrointestinal tract	0	2218229	2137	859952	39	2078	97.24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/385/GCF_000209385.2_Lach_bact_2_1_46_FAA_V2
Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae bacterium 2_1_58FAA (658082.3)	1	Lachnospiraceae bacterium 2_1_58FAA	Lachnospiraceae bacterium 2_1_58FAA	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	658082	658082.3		GCF_000218465.1	651324049	PMID:31275260	Literature research	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	Host	0	0	Gastrointestinal tract	0	3437939	3593	1456958	42	3534	98.36	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/465/GCF_000218465.1_Lach_bact_2_1_58FAA_V1
Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae bacterium 3_1_46FAA (665950.3)	1	Lachnospiraceae bacterium 3_1_46FAA	Lachnospiraceae bacterium 3_1_46FAA	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	665950	665950.3		GCF_000209405.1	651324050	PMID:31171880	Literature research	0	0	Rod-shaped	Yes	0	Host-associated	Human	Unclassified	Digestive system	Gram+	Anaerobe	Host	0	Nonmotile	Gastrointestinal tract	0	3092386	2994	1299858	42	2940	98.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/405/GCF_000209405.1_Lach_bact_3_1_46FAA_V1
Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae bacterium 3_1_57FAA_CT1 (658086.3)	1	Lachnospiraceae bacterium 3_1_57FAA_CT1	Lachnospiraceae bacterium 3_1_57FAA_CT1	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	658086	658086.3		GCF_000218405.2	2562617188	PMID:31171880	Literature research	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	Host	0	0	Gastrointestinal tract	0	7698054	6599	3599617	47	6535	99.03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/405/GCF_000218405.2_Lach_bact_3-1-57FAA_CT1_V1
Lachnospiraceae_bacterium_5_1_57FAA	Lachnospiraceae bacterium 5_1_57FAA (658085.3)	1	Lachnospiraceae bacterium 5_1_57FAA	Lachnospiraceae bacterium 5_1_57FAA	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	658085	658085.3		GCF_000218425.1	651324053	PMID:31171880	Literature research	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	Host	0	0	Gastrointestinal tract	0	3336973	3432	1546248	46	3371	98.22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/425/GCF_000218425.1_Lach_bact_5_1_57FAA
Lachnospiraceae_bacterium_6_1_63FAA	Lachnospiraceae bacterium 6_1_63FAA (658083.3)	1	Lachnospiraceae bacterium 6_1_63FAA	Lachnospiraceae bacterium 6_1_63FAA	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	658083	658083.3		GCF_000209425.1	651324054	PMID:31171880	Literature research	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	Host, Human intestinal microflora	0	0	Gastrointestinal tract	0	2723336	2682	1057469	39	2621	97.73	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/425/GCF_000209425.1_Lach_bact_6_1_63FAA_V1
Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae bacterium 7_1_58FAA (658087.3)	1	Lachnospiraceae bacterium 7_1_58FAA	Lachnospiraceae bacterium 7_1_58FAA	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	658087	658087.3		GCF_000242155.1	2513237329	PMID:31171880	Literature research	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	Host	0	0	Gastrointestinal tract	0	5622443	6001	3271414	58	5907	98.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/155/GCF_000242155.1_Lach_bact_7_1_58FAA_V1
Lachnospiraceae_bacterium_9_1_43BFAA	Lachnospiraceae bacterium 9_1_43BFAA (658088.3)	1	Lachnospiraceae bacterium 9_1_43BFAA	Lachnospiraceae bacterium 9_1_43BFAA	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	658088	658088.3		GCF_000209445.1	651324055	PMID:31171880	Literature research	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	Host	0	0	Gastrointestinal tract	0	2840852	2777	1175349	41	2720	97.95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/445/GCF_000209445.1_Lach_bact_9_1_43BFAA_V1
Lachnospiraceae_bacterium_oral_taxon_082_str_F0431	Lachnospiraceae bacterium oral taxon 082 str. F0431 (861454.3)	1	Lachnospiraceae bacterium oral taxon 082 str. F0431	Lachnospiraceae bacterium oral taxon 082	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA2	861454	861454.3		GCF_000242315.1	2513237260	PMID:31171880	Literature research	0	0	0	Yes	0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	Host, Human oral cavity	0	0	Oral	0	2938075	3167	1105056	38	3119	98.48	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/315/GCF_000242315.1_ASM24231v1
Lachnospiraceae_bacterium_sp_5_1_63FAA	Lachnospiraceae bacterium 5_1_63FAA (658089.3)	2	Lachnospiraceae bacterium sp. 5_1_63FAA	Lachnospiraceae bacterium 5_1_63FAA	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA1.03	658089	658089.3		GCF_000185525.1	649989957	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	0	Yes	0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	Host	0	0	Gastrointestinal tract	0	3029557	3102	1127375	37	3037	97.9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/525/GCF_000185525.1_ASM18552v1
Lachnospiraceae_bacterium_sp_8_1_57FAA	Lachnospiraceae bacterium 8_1_57FAA (665951.3)	2	Lachnospiraceae bacterium sp. 8_1_57FAA	Lachnospiraceae bacterium 8_1_57FAA	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	AGORA1.03	665951	665951.3		GCF_000185545.1	649989958	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	0	Host-associated	Human	Unclassified	Digestive system	Gram+	Anaerobe	Host	0	Nonmotile	Gastrointestinal tract	0	2909170	2693	1217639	42	2635	97.85	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/545/GCF_000185545.1_ASM18554v1
Lachnospiraceae_nov_ERR1022272	N/A	0	Lachnospiraceae nov. ERR1022272	Lachnospiraceae nov. ERR1022272	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1022272/ERR1022272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1022272/ERR1022272_2.fastq.gz
